"gebiet1_parentmaterial_numerogis";"ID";"geomorphologie_beschreibung";"Lithologie";"geologie_text";"BODENTYP_orig";"KLASSE";"TYP";"SUBTYP";"VARIETÄT";"VARIETÄT2";"humusform_orig";"grossgruppe";"Beschreibung"
371;"v01";"gemischte Kegel";"gemischte Kegel";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"12985";"gemischte Kegel";"gemischte Kegel";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Mull-Rendzina";"";"";"Moderartiger (F-)Mull";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"v02";"gemischte Kegel";"gemischte Kegel";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"v05";"gemischte Kegel";"gemischte Kegel";"";"Kalklehme (rezent)";"KALKLEHME";"Kalklehme – rezent";"Kalklehme – rezent";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"bd18";"gemischte Kegel";"gemischte Kegel";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"v03";"gemischte Kegel";"gemischte Kegel";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"9";"gemischte Kegel";"gemischte Kegel";"";"fluventic eutrochrept";"";"";"";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"hh05";"gemischte Kegel";"gemischte Kegel";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"be01";"gemischte Kegel";"gemischte Kegel";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"hh01";"gemischte Kegel";"gemischte Kegel";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
372;"nb03";"karbonatisches Festgestein";"Kalke";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"nb04";"karbonatisches Festgestein";"Kalke";"";"Pararendsina-Pelosol";"SUBSTRATBÖDEN";"Textur-Substratboden";"Textur-Substratboden";"Pararendzina";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"15477";"karbonatisches Festgestein";"Kalke";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"nb02";"karbonatisches Festgestein";"Kalke";"";"Pararendsina verbraunt";"TERRESTRISCHE HUMUSBÖDEN";"Pararendzina";"Pararendzina";"verbraunt";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"nb01";"karbonatisches Festgestein";"Kalke";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"15401";"karbonatisches Festgestein";"Kalke";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"nb05";"karbonatisches Festgestein";"Kalke";"";"Pararendsina-Pelosol";"SUBSTRATBÖDEN";"Textur-Substratboden";"Textur-Substratboden";"Pararendzina";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"12910";"karbonatisches Festgestein";"Kalke";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Moder-Kalklehm-Rendzina";"";"";"Typischer Moder";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"x12";"karbonatisches Festgestein";"Kalke";"";"Braunerde basenreich";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"basenreich";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"v09";"karbonatisches Festgestein";"Kalke";"";"Braunerde auf Lockersediment leicht";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"auf Lockersediment";"leicht";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"12915";"karbonatisches Festgestein";"Kalke";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Moder-Kalklehm-Rendzina";"";"";"Typischer Moder";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
372;"v08";"karbonatisches Festgestein";"Kalke";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";6;"WERFEN-FORMATION: TESERO-MEMBER (OBERPERM P.P. - OLENEKIUM P.P.) - Grobk�rnige, dolomitisierte Oolithb�nke grau-gelblicher Farbe mit Hohlr�umen und Gipsknollen."
374;"hh16";"karbonatisches Festgestein";"Kalke";"";"Braunerde carbonathaltig";"TERRESTRISCHE HUMUSBÖDEN";"Braunerde";"Carbonathaltige Braunerde";"carbonathaltig";"";"";6;"WERFEN-FORMATION: SEIS-MEMBER (INDUAN-OLENEKIUM P.P.) - Wechselfolge von mergeligen und siltig-mergeligen Kalken (gelblich, �rtlich bioturbat) mit oolithisch-bioklastischen Kalkareniten (Gastropodenoolith) mit Claraia aurita, Claraia clarai. Das Member s"
375;"lf07";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"";"Parabraunerde karbonathaltig";"BRAUNERDEN";"Parabraunerde";"Parabraunerde";"carbonathaltig";"";"";6;"WERFEN-FORMATION: CAMPIL-MEMBER (INDUAN-OLENEKIUM P.P.) - Rote, feink�rnige Sandsteine und Siltite, cm-Schichtung mit Belastungsmarken. Die Abfolge endet mit einem evaporitischen Horizont bestehend aus einer Wechsellagerung von siltig-sandigen, teilweise"
376;"be05";"karbonatisches Festgestein";"Kalke";"";"Kalklehme (rezent)";"KALKLEHME";"Kalklehme – rezent";"Kalklehme – rezent";"";"";"";6;"WERFEN-FORMATION: VAL BADIA-MEMBER (INDUAN-OLENEKIUM P.P.) - Mergelige und siltige Kalke, grau, bioturbat, Einschaltungen von Mergeln, Kalkareniten, grobk�rnigen Kalken und Dolomiten mit nach oben hin immer mehr sandigen Partien."
376;"be04";"karbonatisches Festgestein";"Kalke";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";6;"WERFEN-FORMATION: VAL BADIA-MEMBER (INDUAN-OLENEKIUM P.P.) - Mergelige und siltige Kalke, grau, bioturbat, Einschaltungen von Mergeln, Kalkareniten, grobk�rnigen Kalken und Dolomiten mit nach oben hin immer mehr sandigen Partien."
376;"lf08";"karbonatisches Festgestein";"Kalke";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";6;"WERFEN-FORMATION: VAL BADIA-MEMBER (INDUAN-OLENEKIUM P.P.) - Mergelige und siltige Kalke, grau, bioturbat, Einschaltungen von Mergeln, Kalkareniten, grobk�rnigen Kalken und Dolomiten mit nach oben hin immer mehr sandigen Partien."
377;"hd09";"karbonatisches Festgestein";"Dolomite";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";6;"WERFEN-FORMATION: CENCENIGHE-MEMBER (INDUAN-OLENEKIUM P.P.) - Sandige Dolomite und r�tliche, oolithisch-bioklastische Dolomite. Dinarites-Fauna."
377;"hd08";"karbonatisches Festgestein";"Dolomite";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";6;"WERFEN-FORMATION: CENCENIGHE-MEMBER (INDUAN-OLENEKIUM P.P.) - Sandige Dolomite und r�tliche, oolithisch-bioklastische Dolomite. Dinarites-Fauna."
378;"12912";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"";"Braunerde tonig (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"Typischer Moder";6;"WERFEN-FORMATION: SAN LUCANO-MEMBER (INDUAN-OLENEKIUM P.P.) - Rote Pelite und Feinsandsteine mit evaporitischen Niveaus."
378;"14101";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";6;"WERFEN-FORMATION: SAN LUCANO-MEMBER (INDUAN-OLENEKIUM P.P.) - Rote Pelite und Feinsandsteine mit evaporitischen Niveaus."
379;"11_U";"karbonatisches Festgestein";"Kalke";"";"Carbonathaltige Braunerde, kolluvial gestört";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"kolluvial beeinflußt";"";"Mull";6;"WERFEN-FORMATION: MAZZIN-MEMBER (INDUAN-OLENEKIUM P.P.) - Kalke oder mergelig-siltige, dolomitische Kalke grau-gelblicher Farbe sowie cm-laminierte Mergel."
379;"12_U";"karbonatisches Festgestein";"Kalke";"Karbonatgehalt unerschiedlich hoch";"Kolluvisol, Entwicklung zur Moder-Pararendzina";"UMGELAGERTE BÖDEN";"Kolluvisol";"carbonathaltiger Kolluvisol";"";"";"Mullartiger Moder";6;"WERFEN-FORMATION: MAZZIN-MEMBER (INDUAN-OLENEKIUM P.P.) - Kalke oder mergelig-siltige, dolomitische Kalke grau-gelblicher Farbe sowie cm-laminierte Mergel."
382;"34_U";"Moorablagerung";"Moorablagerung";"Feinsediment, fluviatile Sande und Kiese, Porphyrzersatz";"Podsolige Braunerde, carbonatfrei";"BRAUNERDEN";"Braunerde";"Podsolige Braunerde";"carbonatfrei";"";"Mullartiger Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Moorablagerungen: Silt-Torf. (OBERPLEISTOZ�N P.P. - HEUTE)"
382;"24_U";"Moorablagerung";"Moorablagerung";"Feinsediment";"Haftnässe-Pseudogley";"PSEUDOGLEYE";"Haftnässe-Pseudogley";"Haftnässe-Pseudogley";"";"";"Hydromorpher Mullartiger Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Moorablagerungen: Silt-Torf. (OBERPLEISTOZ�N P.P. - HEUTE)"
385;"29";"Alluviale Ablagerung";"Alluviale Ablagerung";"";"dystric eutrochrept";"";"";"";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Alluviale Ablagerung: Sand-Silt (OBERPLEISTOZ�N P.P. - HEUTE)."
548;"hh09";"karbonatisches Festgestein";"Dolomite";"";"Kalkbraunlehm (Terra fusca relikt.)";"KALKLEHME";"Kalkbraunlehm";"Kalkbraunlehm";"relikter";"";"";6;"WERFEN-FORMATION: ANDRAZ-HORIZONT  (INDUAN-OLENEKIUM P.P.) - Evaporitische, mergelige und siltig-mergelige, l�chrige Dolomite sowie r�tliche Siltite."
548;"hh02";"karbonatisches Festgestein";"Dolomite";"";"Pararendsina verbraunt";"TERRESTRISCHE HUMUSBÖDEN";"Pararendzina";"Pararendzina";"verbraunt";"";"";6;"WERFEN-FORMATION: ANDRAZ-HORIZONT  (INDUAN-OLENEKIUM P.P.) - Evaporitische, mergelige und siltig-mergelige, l�chrige Dolomite sowie r�tliche Siltite."
548;"hh10";"karbonatisches Festgestein";"Dolomite";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";6;"WERFEN-FORMATION: ANDRAZ-HORIZONT  (INDUAN-OLENEKIUM P.P.) - Evaporitische, mergelige und siltig-mergelige, l�chrige Dolomite sowie r�tliche Siltite."
548;"12885";"karbonatisches Festgestein";"Dolomite";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"Rohhumus";6;"WERFEN-FORMATION: ANDRAZ-HORIZONT  (INDUAN-OLENEKIUM P.P.) - Evaporitische, mergelige und siltig-mergelige, l�chrige Dolomite sowie r�tliche Siltite."
548;"hh07";"karbonatisches Festgestein";"Dolomite";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"carbonathaltig";"";"";6;"WERFEN-FORMATION: ANDRAZ-HORIZONT  (INDUAN-OLENEKIUM P.P.) - Evaporitische, mergelige und siltig-mergelige, l�chrige Dolomite sowie r�tliche Siltite."
548;"gr09";"karbonatisches Festgestein";"Dolomite";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";6;"WERFEN-FORMATION: ANDRAZ-HORIZONT  (INDUAN-OLENEKIUM P.P.) - Evaporitische, mergelige und siltig-mergelige, l�chrige Dolomite sowie r�tliche Siltite."
548;"hh06";"karbonatisches Festgestein";"Dolomite";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";6;"WERFEN-FORMATION: ANDRAZ-HORIZONT  (INDUAN-OLENEKIUM P.P.) - Evaporitische, mergelige und siltig-mergelige, l�chrige Dolomite sowie r�tliche Siltite."
548;"hh03";"karbonatisches Festgestein";"Dolomite";"";"Pararendsina verbraunt";"TERRESTRISCHE HUMUSBÖDEN";"Pararendzina";"Pararendzina";"verbraunt";"";"";6;"WERFEN-FORMATION: ANDRAZ-HORIZONT  (INDUAN-OLENEKIUM P.P.) - Evaporitische, mergelige und siltig-mergelige, l�chrige Dolomite sowie r�tliche Siltite."
568;"qa02";"Moorablagerung";"Moor rezent";"";"Braunerde basenreich";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"basenreich";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - REzente Moore. (OBERPLEISTOZ�N P.P. - HEUTE)"
571;"gr02";"silikatisches Festgestein";"Rhyolithe";"";"Braunerde-Ranker";"TERRESTRISCHE HUMUSBÖDEN";"Ranker";"Ranker";"brauner";"";"";3;"Etschtaler Vulkanit-Gruppe. NALS-FORMATION  (UNTERPERM P.P.) - Rosa-grau-gr�nlicher bis ziegelroter, rhyolithischer Schwei�tuff, sehr koh�rent. Das Ger�st bilden 1-2 mm-gro�e Kristalle: rosa Plagioklas, Sanidin, Quarz. Grundmasse ist felsitisch mit Flie�"
571;"gr01";"silikatisches Festgestein";"Rhyolithe";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"";"";"";3;"Etschtaler Vulkanit-Gruppe. NALS-FORMATION  (UNTERPERM P.P.) - Rosa-grau-gr�nlicher bis ziegelroter, rhyolithischer Schwei�tuff, sehr koh�rent. Das Ger�st bilden 1-2 mm-gro�e Kristalle: rosa Plagioklas, Sanidin, Quarz. Grundmasse ist felsitisch mit Flie�"
573;"46_T";"silikatisches Festgestein";"Rhyolithe";"Hangschutt";"Typische Braunerde, carbonatfrei";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"carbonatfrei";"";"Mull";3;"Etschtaler Vulkanit-Gruppe. ANDRIAN-FORMATION (UNTERPERM P.P.) - Orange-rot bis rot-violette, rhyolithische Lava, kompakt, 5-20 cm dicke planparallele oder wellige Flie�b�nder. Porphyrisches Gef�ge mit idiomorphen Ph�nokristallen (2-3 mm) von Sanidin, Pl"
573;"58_T";"silikatisches Festgestein";"Rhyolithe";"Skelett in Auflage (Steine, Grobgrus)";"Brauner? Typischer Ranker";"TERRESTRISCHE HUMUSBÖDEN";"Ranker";"Typischer Ranker";"braun";"";"Moder/ Rohumusartiger Moder?";3;"Etschtaler Vulkanit-Gruppe. ANDRIAN-FORMATION (UNTERPERM P.P.) - Orange-rot bis rot-violette, rhyolithische Lava, kompakt, 5-20 cm dicke planparallele oder wellige Flie�b�nder. Porphyrisches Gef�ge mit idiomorphen Ph�nokristallen (2-3 mm) von Sanidin, Pl"
574;"na02";"silikatisches Festgestein";"Rhyolithe";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"";"";"";3;"Etschtaler Vulkanit-Gruppe. AUER-FORMATION: PERDONIG-MEMBER (UNTERPERM P.P.) - Rote, rhyolithische Lapilli-Tuffe und Tuffe, ausgebildet von  kleine Kristalle und zahlreiche kleine Flammen."
574;"na04";"silikatisches Festgestein";"Rhyolithe";"";"Kolluvisol carbonatfrei";"UMGELAGERTE BÖDEN";"Kolluvisol";"Carbonatfreier Kolluvisol";"";"";"";3;"Etschtaler Vulkanit-Gruppe. AUER-FORMATION: PERDONIG-MEMBER (UNTERPERM P.P.) - Rote, rhyolithische Lapilli-Tuffe und Tuffe, ausgebildet von  kleine Kristalle und zahlreiche kleine Flammen."
574;"na05";"silikatisches Festgestein";"Rhyolithe";"";"Kalkbraunlehm (Terra fusca relikt.)";"KALKLEHME";"Kalkbraunlehm";"Kalkbraunlehm";"relikter";"";"";3;"Etschtaler Vulkanit-Gruppe. AUER-FORMATION: PERDONIG-MEMBER (UNTERPERM P.P.) - Rote, rhyolithische Lapilli-Tuffe und Tuffe, ausgebildet von  kleine Kristalle und zahlreiche kleine Flammen."
574;"43_T";"silikatisches Festgestein";"Rhyolithe";"Hangschutt -> Sedimentgestein, sehr heterogene Petrographie: 40 % Dolomit, 10 Grödener Sandtsein (Kann das sein?), 40 % Mergel/Schluffstein, 10 % Kalk; Werfener Schichten";"Carbonathaltige Braunerde, kolluvial beeinflusst";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"kolluvial beeinflußt";"";"Mullartiger Moder";3;"Etschtaler Vulkanit-Gruppe. AUER-FORMATION: PERDONIG-MEMBER (UNTERPERM P.P.) - Rote, rhyolithische Lapilli-Tuffe und Tuffe, ausgebildet von  kleine Kristalle und zahlreiche kleine Flammen."
574;"gr07";"silikatisches Festgestein";"Rhyolithe";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"";"";"";3;"Etschtaler Vulkanit-Gruppe. AUER-FORMATION: PERDONIG-MEMBER (UNTERPERM P.P.) - Rote, rhyolithische Lapilli-Tuffe und Tuffe, ausgebildet von  kleine Kristalle und zahlreiche kleine Flammen."
575;"hg03";"karbonatisches Festgestein";"Dolomite";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";7;"UNTERER SARLDOLOMIT (OBERES OLENEKIUM-UNTERANISIUM) - Wei�e bis hellgraue, kristalline Dolomite. R�tliche, subaerische Auftauchfl�chen und Pal�okarst. Im unteren Abschnitt treten �rtlich dunkle, geschichtete Dolomite auf, die mit Gipsen und gr�nen bis ro"
575;"hh15";"karbonatisches Festgestein";"Dolomite";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";7;"UNTERER SARLDOLOMIT (OBERES OLENEKIUM-UNTERANISIUM) - Wei�e bis hellgraue, kristalline Dolomite. R�tliche, subaerische Auftauchfl�chen und Pal�okarst. Im unteren Abschnitt treten �rtlich dunkle, geschichtete Dolomite auf, die mit Gipsen und gr�nen bis ro"
575;"hh14";"karbonatisches Festgestein";"Dolomite";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";7;"UNTERER SARLDOLOMIT (OBERES OLENEKIUM-UNTERANISIUM) - Wei�e bis hellgraue, kristalline Dolomite. R�tliche, subaerische Auftauchfl�chen und Pal�okarst. Im unteren Abschnitt treten �rtlich dunkle, geschichtete Dolomite auf, die mit Gipsen und gr�nen bis ro"
575;"12884";"karbonatisches Festgestein";"Dolomite";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Moder-Kalklehm-Rendzina";"";"";"";7;"UNTERER SARLDOLOMIT (OBERES OLENEKIUM-UNTERANISIUM) - Wei�e bis hellgraue, kristalline Dolomite. R�tliche, subaerische Auftauchfl�chen und Pal�okarst. Im unteren Abschnitt treten �rtlich dunkle, geschichtete Dolomite auf, die mit Gipsen und gr�nen bis ro"
575;"14176";"karbonatisches Festgestein";"Dolomite";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";7;"UNTERER SARLDOLOMIT (OBERES OLENEKIUM-UNTERANISIUM) - Wei�e bis hellgraue, kristalline Dolomite. R�tliche, subaerische Auftauchfl�chen und Pal�okarst. Im unteren Abschnitt treten �rtlich dunkle, geschichtete Dolomite auf, die mit Gipsen und gr�nen bis ro"
575;"12867";"karbonatisches Festgestein";"Dolomite";"";"Braunerde tonig (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";7;"UNTERER SARLDOLOMIT (OBERES OLENEKIUM-UNTERANISIUM) - Wei�e bis hellgraue, kristalline Dolomite. R�tliche, subaerische Auftauchfl�chen und Pal�okarst. Im unteren Abschnitt treten �rtlich dunkle, geschichtete Dolomite auf, die mit Gipsen und gr�nen bis ro"
576;"35_U";"Grundmoraene";"Grundmoraene";"Porphyr verwittert in Sand? - auch hier erste Anzeichen dafür; überwiegend gerundetes Skelett; gemischte Mineralogie (u.a. grünlich schiefriges wie bei U_ME_L28";"Typische Braunerde, carbonatfrei ";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"carbonatfrei";"";"Mullartiger Moder";2;"GARDA-SYNTHEM. Glaziale Ablagerung: Grundmor�ne (OBERPLEISTOZ�N P.P.) - Diamikt: massig, matrixgest�tzt (br�unliche, siltig-sandige Matrix), m-gro�e, kantengerundete, mitunter gekritzte Klasten, verdichtet bis stark verdichtet."
576;"30";"Grundmoraene";"Grundmoraene";"";"typic hapludalf";"";"";"";"";"";"";2;"GARDA-SYNTHEM. Glaziale Ablagerung: Grundmor�ne (OBERPLEISTOZ�N P.P.) - Diamikt: massig, matrixgest�tzt (br�unliche, siltig-sandige Matrix), m-gro�e, kantengerundete, mitunter gekritzte Klasten, verdichtet bis stark verdichtet."
576;"19";"Grundmoraene";"Grundmoraene";"";"dystric eutrochrept";"";"";"";"";"";"";2;"GARDA-SYNTHEM. Glaziale Ablagerung: Grundmor�ne (OBERPLEISTOZ�N P.P.) - Diamikt: massig, matrixgest�tzt (br�unliche, siltig-sandige Matrix), m-gro�e, kantengerundete, mitunter gekritzte Klasten, verdichtet bis stark verdichtet."
576;"31";"Grundmoraene";"Grundmoraene";"";"typic eutrochrept";"";"";"";"";"";"";2;"GARDA-SYNTHEM. Glaziale Ablagerung: Grundmor�ne (OBERPLEISTOZ�N P.P.) - Diamikt: massig, matrixgest�tzt (br�unliche, siltig-sandige Matrix), m-gro�e, kantengerundete, mitunter gekritzte Klasten, verdichtet bis stark verdichtet."
576;"47";"Grundmoraene";"Grundmoraene";"";"dystric eutrochrept";"";"";"";"";"";"";2;"GARDA-SYNTHEM. Glaziale Ablagerung: Grundmor�ne (OBERPLEISTOZ�N P.P.) - Diamikt: massig, matrixgest�tzt (br�unliche, siltig-sandige Matrix), m-gro�e, kantengerundete, mitunter gekritzte Klasten, verdichtet bis stark verdichtet."
576;"qa03";"Grundmoraene";"Grundmoraene";"";"Braunerde basenreich";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"basenreich";"";"";2;"GARDA-SYNTHEM. Glaziale Ablagerung: Grundmor�ne (OBERPLEISTOZ�N P.P.) - Diamikt: massig, matrixgest�tzt (br�unliche, siltig-sandige Matrix), m-gro�e, kantengerundete, mitunter gekritzte Klasten, verdichtet bis stark verdichtet."
576;"qa04";"Grundmoraene";"Grundmoraene";"";"Braunerde basenreich";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"basenreich";"";"";2;"GARDA-SYNTHEM. Glaziale Ablagerung: Grundmor�ne (OBERPLEISTOZ�N P.P.) - Diamikt: massig, matrixgest�tzt (br�unliche, siltig-sandige Matrix), m-gro�e, kantengerundete, mitunter gekritzte Klasten, verdichtet bis stark verdichtet."
576;"qa06";"Grundmoraene";"Grundmoraene";"";"Braunerde auf Lockersediment leicht";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"auf Lockersediment";"leicht";"";2;"GARDA-SYNTHEM. Glaziale Ablagerung: Grundmor�ne (OBERPLEISTOZ�N P.P.) - Diamikt: massig, matrixgest�tzt (br�unliche, siltig-sandige Matrix), m-gro�e, kantengerundete, mitunter gekritzte Klasten, verdichtet bis stark verdichtet."
